"STATE","YEAR","AGI","marriage_rate","elder_rate","tax","charity","add_med","edu","retire","child","population","growth_rate"
"IN",2015,96936724.5196696,0.38314210800956,0.248885503166331,3343819.65393585,1730562.23948314,35515.1699221141,8811.60776958905,20443.0455590844,35229.4801162169,6209080,0.308795072857144
"IN",2016,99145744.7876608,0.381893996418515,0.254164564572309,3451470.29419274,1879715.9684162,36606.5620095001,9131.9749054259,22502.1921655413,36905.5385477094,6204130,0.327814420254899
"IN",2017,103790833.443134,0.378588571109641,0.25855093725831,3648856.91829149,1961138.28288218,39569.2179015939,8758.37769875378,22542.5867978536,38067.5632017477,6270950,0.363280781511293
"IN",2018,109510202.971551,0.376702979976892,0.262949313729225,802020.831146282,1274863.22849293,42790.2166958697,8732.98955040059,25520.7103077109,39285.3596081083,6300720,0.417052324225727
"IN",2019,112018063.124189,0.366855543896467,0.260922622517586,767693.070169057,1200757.34207143,44120.6512595702,9181.26836112083,27279.4180156232,39310.5001577863,6432750,0.47073496846335
"IN",2020,116124605.655152,0.357467168187858,0.266597160742934,692019.941622514,1221178.10468131,49352.8578454062,8594.9406982649,26233.6106529812,31050.6624678498,6675690,0.559042449851863
"IN",2021,132925591.864796,0.359460362619642,0.270848789939359,676727.370575323,1845644.83647626,61348.3984554635,7974.13443415026,25607.0785788302,7823.10898056913,6523640,0.678385057278541
"KS",2013,43746839.216391,0.419027324671406,0.235495869362909,1896682.23492806,968108.050704332,18315.031771295,5218.64485847367,8197.84242961399,17960.2103679119,2651450,0.14602996558705
"KS",2014,46304310.9976804,0.415640000149651,0.235383204120996,1696606.31163273,1073238.19572448,20120.3940117251,5122.96238154208,8735.10380898578,18344.9057275084,2672890,0.152769591976734
"KS",2015,46603514.9699624,0.412607203796424,0.256777594826588,1747045.09283093,1022976.74919259,21173.6055833716,5016.66762622699,9051.00555947594,18881.6398997876,2678310,0.155827889035968
"KS",2016,45997079.1464856,0.412377478742845,0.263796384395813,1780563.94839382,1049206.30563485,21158.4206084908,5043.12226450999,9769.15350837449,18971.3878203676,2648520,0.169364846636561
"KS",2017,47813911.0471708,0.408965897621576,0.268954416349931,1992538.58995351,1113846.15447563,22024.2337601915,4885.48124538029,9686.24461487087,19082.6937652193,2665210,0.186352151800961
"KS",2018,51235560.7157565,0.406278322484963,0.274142928835192,484114.514815703,772890.149194424,24429.5530683784,4754.89539874314,10763.3190244706,19213.1362962242,2670140,0.204662997674258
"KS",2019,52586733.1005362,0.39415460755968,0.2714642357164,457896.771645168,823558.250706367,25810.1534598275,4937.79578409477,11393.8160302358,19198.7771279648,2735830,0.229855776857623
"KS",2020,54845047.9915901,0.384928303740164,0.277563643999331,414064.400399321,901989.494150767,29508.5681283521,4706.27625036925,10909.9937717322,15856.3545379159,2809770,0.271123631575764
"KS",2021,62217241.9785895,0.3880678268304,0.284420362663822,391037.867795409,1005171.81936229,36139.7998955049,4386.39131594427,10742.0767308374,4135.08134542943,2736970,0.339607088885836
"KY",2013,52444048.557964,0.406604388787861,0.223150002593547,2474486.65039472,1027984.78248779,16089.4775550454,6624.09325246399,12329.0320199134,20187.8418594294,3772340,0.29897459755626
